# 087bb88aa1dda9cdfed7d1558d5a4c2ab8056c1288aab0fb24fe21f4f82d4670#
# baonoise-meta {"cosmology":{"N_eff":3.046,"h":0.6832,"mnu":0.06,"ns":0.9742,"ombh2":0.022506,"omch2":0.11755,"omnuh2":0.000644883920894239,"sigma_8":0.8117},"data_sha256":"468d0f6b5dc2a91da3fafb72822b8bedb754c8f822c6c072aae47f7c1a343623","format":"baonoise-pk-v2","generator":{"package":"camb","version":"2.0.4"},"settings":{"As":2.1e-09,"accurate_massive_neutrino_transfers":false,"kmax_h_mpc":20.0,"minkh_h_mpc":0.0001,"neutrino_input":"omnuh2_active","nonlinear":false,"npoints":1400,"redshift":0.0,"tau":0.06}}
8.231319293642291868e-01 1.367357642957256871e+02
8.303450573805295498e-01 1.339763411597162701e+02
8.376213942384772571e-01 1.312706840780212190e+02
8.449614938389137242e-01 1.286177968501729936e+02
8.523659149365264698e-01 1.260166959597246716e+02
8.598352211823876434e-01 1.234664139888648862e+02
8.673699811668552639e-01 1.209660005854983780e+02
8.749707684628644788e-01 1.185145221848705717e+02
8.826381616695865295e-01 1.161110617352392183e+02
8.903727444564681903e-01 1.137547184275296388e+02
8.981751056076731077e-01 1.114446074289461706e+02
9.060458390668965079e-01 1.091798596204750851e+02
9.139855439825740335e-01 1.069596213382493346e+02
9.219948247535009189e-01 1.047830541187132951e+02
9.300742910748353021e-01 1.026493344475463516e+02
9.382245579845066574e-01 1.005576535123119442e+02
9.464462459100432268e-01 9.850721695875925832e+01
9.547399807157960216e-01 9.649724465075998125e+01
9.631063937505840444e-01 9.452697043382043773e+01
9.715461218957486267e-01 9.259564190212763890e+01
9.800598076136448622e-01 9.070252016908557380e+01
9.886480989965438226e-01 8.884687964129581417e+01
9.973116498159617649e-01 8.702800779594635117e+01
1.006051119572437980e+00 8.524520496155481908e+01
1.014867173545733969e+00 8.349778410203141732e+01
1.023760482845470055e+00 8.178507060401818762e+01
1.032731724462225165e+00 8.010640206745658531e+01
1.041781581319064731e+00 7.846112810841945873e+01
1.050910742323523550e+00 7.684861056951228875e+01
1.060119902420056270e+00 7.526822344934578268e+01
1.069409762642934636e+00 7.371935211519220843e+01
1.078781030169615240e+00 7.220139306592872686e+01
1.088234418374563361e+00 7.071375374528747670e+01
1.097770646883571732e+00 6.925585235788965122e+01
1.107390441628533173e+00 6.782711768803758901e+01
1.117094534902696168e+00 6.642698892123084420e+01
1.126883665416421598e+00 6.505491546836645966e+01
1.136758578353408877e+00 6.371035679259915696e+01
1.146720025427418355e+00 6.239278223882354268e+01
1.156768764939503535e+00 6.110167086574386985e+01
1.166905561835732463e+00 5.983651128050286871e+01
1.177131187765409814e+00 5.859680147583890175e+01
1.187446421139831232e+00 5.738204866973081408e+01
1.197852047191529934e+00 5.619176914751029983e+01
1.208348858034056006e+00 5.502548810640080745e+01
1.218937652722266174e+00 5.388273950245871191e+01
1.229619237313163360e+00 5.276306589987866857e+01
1.240394424927250716e+00 5.166601832264248628e+01
1.251264035810422559e+00 5.059115610847035072e+01
1.262228897396416860e+00 4.953804676505112070e+01
1.273289844369797086e+00 4.850626582851936774e+01
1.284447718729483601e+00 4.749539672415187397e+01
1.295703369852863940e+00 4.650503057635868487e+01
1.307057654560443094e+00 4.553476568186312790e+01
1.318511437181060897e+00 4.458420763753267835e+01
1.330065589617702715e+00 4.365296945038112852e+01
1.341720991413859920e+00 4.274067140787912678e+01
1.353478529820492549e+00 4.184694094846175005e+01
1.365339099863556838e+00 4.097141253416889128e+01
1.377303604412154270e+00 4.011372752538477471e+01
1.389372954247253045e+00 3.927353405765049388e+01
1.401548068131012625e+00 3.845048692051473438e+01
1.413829872876740223e+00 3.764424743839380483e+01
1.426219303419431261e+00 3.685448335341182968e+01
1.438717302886936888e+00 3.608086871019138897e+01
1.451324822671770098e+00 3.532308374256494687e+01
1.464042822503522023e+00 3.458081476217853378e+01
1.476872270521921271e+00 3.385375404896016960e+01
1.489814143350526754e+00 3.314159974342393866e+01
1.502869426171082878e+00 3.244405574078120935e+01
1.516039112798509114e+00 3.176083158683573515e+01
1.529324205756545707e+00 3.109164237563035371e+01
1.542725716354083287e+00 3.043620864882118582e+01
1.556244664762141738e+00 2.979425629675500531e+01
1.569882080091518750e+00 2.916551646121974883e+01
1.583639000471147140e+00 2.854972543984541034e+01
1.597516473127112535e+00 2.794662459212138117e+01
1.611515554462363387e+00 2.735596024297568718e+01
1.625637310137145741e+00 2.677748358572010190e+01
1.639882815150112139e+00 2.621095060260246612e+01
1.654253153920161923e+00 2.565612197889600310e+01
1.668749420368978331e+00 2.511276301660914712e+01
1.683372718004319424e+00 2.458064354967682874e+01
1.698124160004013339e+00 2.405953786061086674e+01
1.713004869300686517e+00 2.354922459858797978e+01
1.728015978667264640e+00 2.304948669894855939e+01
1.743158630803194553e+00 2.256011130408886345e+01
1.758433978421420685e+00 2.208088968572174338e+01
1.773843184336151513e+00 2.161161716848507552e+01
1.789387421551370538e+00 2.115209305487692859e+01
1.805067873350116869e+00 2.070212055149617569e+01
1.820885733384582039e+00 2.026150669656635017e+01
1.836842205766961555e+00 1.983006228872580934e+01
1.852938505161122684e+00 1.940760181705954324e+01
1.869175856875057384e+00 1.899394339235717410e+01
1.885555496954173904e+00 1.858890867957379456e+01
1.902078672275381521e+00 1.819232283147596618e+01
1.918746640641997070e+00 1.780401442345486274e+01
1.935560670879511447e+00 1.742381538948509245e+01
1.952522042932170798e+00 1.705156095921278947e+01
1.969632047960396593e+00 1.668708959615476672e+01
1.986891988439095202e+00 1.633024293555017081e+01
2.004303178256798379e+00 1.598086569664796563e+01
2.021866942815667034e+00 1.563880562870366120e+01
2.039584619132410737e+00 1.530391348218978997e+01
2.057457555940048533e+00 1.497604295318732071e+01
2.075487113790589699e+00 1.465505062762401423e+01
2.093674665158586023e+00 1.434079592651412227e+01
2.112021594545634429e+00 1.403314105217928187e+01
2.130529298585757125e+00 1.373195093543792566e+01
2.149199186151708130e+00 1.343709318374468076e+01
2.168032678462243457e+00 1.314843803026389502e+01
2.187031209190299919e+00 1.286585828386333041e+01
2.206196224572116726e+00 1.258922928001016928e+01
2.225529183517355403e+00 1.231842883255677989e+01
2.245031557720142068e+00 1.205333718639855434e+01
2.264704831771087612e+00 1.179383697099167883e+01
2.284550503270324384e+00 1.153981315471386537e+01
2.304570082941491460e+00 1.129115300005585354e+01
2.324765094746746197e+00 1.104774601962828484e+01
2.345137076002755894e+00 1.080948393297068932e+01
2.365687577497749494e+00 1.057626062414853862e+01
2.386418163609556498e+00 1.034797210012496649e+01
2.407330412424677935e+00 1.012451644989480748e+01
2.428425915858448025e+00 9.905793804366332722e+00
2.449706279776195039e+00 9.691706296979079482e+00
2.471173124115479069e+00 9.482158017086030455e+00
2.492828083009432039e+00 9.277054938931472705e+00
2.514672804911136428e+00 9.076304916084589891e+00
2.536708952719106236e+00 8.879817659431513022e+00
2.558938203903891040e+00 8.687504701016219855e+00
2.581362250635759636e+00 8.499279358546486307e+00
2.603982799913518775e+00 8.315056700562227121e+00
2.626801573694441228e+00 8.134753512254604857e+00
2.649820309025371134e+00 7.958288261924980844e+00
2.673040758174944465e+00 7.785581068071675936e+00
2.696464688766960993e+00 7.616553667094247082e+00
2.720093883914971311e+00 7.451129381602958013e+00
2.743930142357999369e+00 7.289233089324324233e+00
2.767975278597455624e+00 7.130791192591105165e+00
2.792231123035290086e+00 6.975731588406245187e+00
2.816699522113313314e+00 6.823983639071340868e+00
2.841382338453760426e+00 6.675478143368476225e+00
2.866281451001061686e+00 6.530147308286831098e+00
2.891398755164906742e+00 6.387924721282645990e+00
2.916736162964509660e+00 6.248745323064744284e+00
2.942295603174150287e+00 6.112545380894870206e+00
2.968079021470024337e+00 5.979262462394129507e+00
2.994088380578344477e+00 5.848835409846394384e+00
3.020325660424729719e+00 5.721204314989675410e+00
3.046792858284959937e+00 5.596310494285977377e+00
3.073491988936996933e+00 5.474096464619016444e+00
3.100425084814342203e+00 5.354505919469446873e+00
3.127594196160786488e+00 5.237483705645762377e+00
3.155001391186455617e+00 5.122975800394073076e+00
3.182648756225265885e+00 5.010929288936583959e+00
3.210538395893719255e+00 4.901292342439974803e+00
3.238672433251146288e+00 4.794014196404812189e+00
3.267053009961305765e+00 4.689045129469306517e+00
3.295682286455399179e+00 4.586336442619185938e+00
3.324562442096564041e+00 4.485840438796524943e+00
3.353695675345757188e+00 4.387510402900187678e+00
3.383084203929092038e+00 4.291300582170850753e+00
3.412730265006696850e+00 4.197166166953270050e+00
3.442636115342995851e+00 4.105063271829121341e+00
3.472804031478484266e+00 4.014948917113609461e+00
3.503236309903063006e+00 3.926781010708870756e+00
3.533935267230832622e+00 3.840518330308076766e+00
3.564903240376452231e+00 3.756120505943169263e+00
3.596142586733013680e+00 3.673548002870682616e+00
3.627655684351526411e+00 3.592762104788405964e+00
3.659444932121926009e+00 3.513724897377707990e+00
3.691512749955671246e+00 3.436399252165066365e+00
3.723861578969989594e+00 3.360748810696639222e+00
3.756493881673687696e+00 3.286737969020671279e+00
3.789412142154585439e+00 3.214331861545364433e+00
3.822618866268652660e+00 3.143496336766171240e+00
3.856116581830746348e+00 3.074197947447555368e+00
3.889907838807014073e+00 3.006403943152311520e+00
3.923995209509048898e+00 2.940082256206185018e+00
3.958381288789673214e+00 2.875201487829256219e+00
3.993068694240486938e+00 2.811730894540390491e+00
4.028060066391095262e+00 2.749640374829513068e+00
4.063358068910158494e+00 2.688900456092505387e+00
4.098965388808140098e+00 2.629482281824008894e+00
4.134884736641831537e+00 2.571357599063115895e+00
4.171118846720727191e+00 2.514498746086962555e+00
4.207670477315154756e+00 2.458878640347779143e+00
4.244542410866216642e+00 2.404470766648709290e+00
4.281737454197648063e+00 2.351249165553603415e+00
4.319258438729459471e+00 2.299188422026658962e+00
4.357108220693449496e+00 2.248263654297361747e+00
4.395289681350678990e+00 2.198450502946297291e+00
4.433805727210772041e+00 2.149725120207875317e+00
4.472659290253186093e+00 2.102064159485605987e+00
4.511853328150370324e+00 2.055444765075992386e+00
4.551390824492965947e+00 2.009844562096840370e+00
4.591274789016901892e+00 1.965241646616318505e+00
4.631508257832482656e+00 1.921614575978761952e+00
4.672094293655554509e+00 1.878942359323377831e+00
4.713035986040629233e+00 1.837204448140756119e+00
4.754336451616047121e+00 1.796380726829041929e+00
4.795998834321271609e+00 1.756451504211989256e+00
4.838026305646187630e+00 1.717397504903428240e+00
4.880422064872547594e+00 1.679199860733073146e+00
4.923189339317465496e+00 1.641840102344219288e+00
4.966331384579156349e+00 1.605300150959816818e+00
5.009851484784730857e+00 1.569562310313989961e+00
5.053752952840170565e+00 1.534609258745566196e+00
5.098039130682574083e+00 1.500424041450419077e+00
5.142713389534522506e+00 1.466990062889734769e+00
5.187779130160691032e+00 1.434291079351072140e+00
5.233239783126776956e+00 1.402311191659203926e+00
5.279098809060621456e+00 1.371034838033831305e+00
5.325359698915611339e+00 1.340446787091484904e+00
5.372025974236490420e+00 1.310532130988461663e+00
5.419101187427380673e+00 1.281276278702422555e+00
5.466588922022234343e+00 1.252664949449611820e+00
5.514492792957581102e+00 1.224684166235300742e+00
5.562816446847770102e+00 1.197320249534673975e+00
5.611563562262531057e+00 1.170559811101695269e+00
5.660737850006977823e+00 1.144389747903458820e+00
5.710343053404135283e+00 1.118797236177442755e+00
5.760382948579881202e+00 1.093769725609399224e+00
5.810861344750350987e+00 1.069294933564326699e+00
5.861782084511983903e+00 1.045360837582840707e+00
5.913149044133994892e+00 1.021955669794531785e+00
5.964966133853424779e+00 9.990679138982835328e-01
6.017237298172860349e+00 9.766863000254238925e-01
6.069966516160664405e+00 9.547997995722238285e-01
6.123157801753899676e+00 9.333976201380876914e-01
6.176815204063835552e+00 9.124692005675295592e-01
6.230942807684248130e+00 8.920042060937501960e-01
6.285544733002327078e+00 8.719925235818236642e-01
6.340625136512292315e+00 8.524242568695568067e-01
6.396188211131875079e+00 8.332897222039674645e-01
6.452238186521457308e+00 8.145794437715896397e-01
6.508779329406022995e+00 7.962841493206260779e-01
6.565815943900017437e+00 7.783947658731911190e-01
6.623352371834960728e+00 7.609024155257884114e-01
6.681392993089930954e+00 7.437984113362746674e-01
6.739942225925039665e+00 7.270742532955943860e-01
6.799004527317729085e+00 7.107216243825510427e-01
6.858584393302063376e+00 6.947323866999646214e-01
6.918686359310947331e+00 6.790985776906077742e-01
6.979315000521447487e+00 6.638124064312551642e-01
7.040474932203030889e+00 6.488662500033329783e-01
7.102170810068863638e+00 6.342526499386235139e-01
7.164407330630294446e+00 6.199643087384466567e-01
7.227189231554331350e+00 6.059940864345055855e-01
7.290521292024252809e+00 5.923349970796146780e-01
7.354408333103487294e+00 5.789802056174525591e-01
7.418855218102584637e+00 5.659230247713239459e-01
7.483866852949372372e+00 5.531569119081338748e-01
7.549448186562508489e+00 5.406754659671598739e-01
7.615604211228141907e+00 5.284724244526726178e-01
7.682339962979980896e+00 5.165416604890631369e-01
7.749660521982598027e+00 5.048771799372240299e-01
7.817571012918228313e+00 4.934731185709317902e-01
7.886076605376840298e+00 4.823237393120428096e-01
7.955182514249623082e+00 4.714234295232811456e-01
8.024894000126042926e+00 4.607666983574414954e-01
8.095216369694256286e+00 4.503481741619008161e-01
8.166154976145039157e+00 4.401626019372846255e-01
8.237715219579365922e+00 4.302048408491525033e-01
8.309902547419442342e+00 4.204698617917124182e-01
8.382722454823349878e+00 4.109527450024142992e-01
8.456180485103436340e+00 4.016486777264351438e-01
8.530282230148232614e+00 3.925529519300253734e-01
8.605033330848158357e+00 3.836609620617081884e-01
8.680439477524872771e+00 3.749682028603848472e-01
8.756506410364522708e+00 3.664702672093362312e-01
8.833239919854669608e+00 3.581628440352387366e-01
8.910645847225032057e+00 3.500417162472673760e-01
8.988730084892228689e+00 3.421027579747212832e-01
9.067498576908295860e+00 3.343419318078368341e-01
9.146957319413116849e+00 3.267552884109683475e-01
9.227112361090952675e+00 3.193389648479579290e-01
9.307969803630848915e+00 3.120891827199591684e-01
9.389535802191131708e+00 3.050022463427188857e-01
9.471816565867907656e+00 2.980745409625198405e-01
9.554818358167805670e+00 2.913025310099516818e-01
9.638547497484747595e+00 2.846827583907589609e-01
9.723010357580857743e+00 2.782118408129593545e-01
9.808213368071777793e+00 2.718864701495000702e-01
9.894163014916035337e+00 2.657034108356977620e-01
9.980865840908755615e+00 2.596594983007451396e-01
1.006832844617980172e+01 2.537516374325626267e-01
1.015655748869616382e+01 2.479768010753175544e-01
1.024555968476872891e+01 2.423320285589100065e-01
1.033534180956365489e+01 2.368144242597665927e-01
1.042591069761805223e+01 2.314211561922806804e-01
1.051727324336028602e+01 2.261494546302758313e-01
1.060943640163474022e+01 2.209966107578416883e-01
1.070240718823134252e+01 2.159599753489418184e-01
1.079619268041958691e+01 2.110369574751803923e-01
1.089080001748722459e+01 2.062250232411634576e-01
1.098623640128382739e+01 2.015216945468330800e-01
1.108250909676899454e+01 1.969245480051828590e-01
1.117962543256528818e+01 1.924312155685125314e-01
1.127759280151627763e+01 1.880393827413955332e-01
1.137641866124920398e+01 1.837467858558619604e-01
1.147611053474265930e+01 1.795512109350614061e-01
1.157667601089935339e+01 1.754504926234810580e-01
1.167812274512375836e+01 1.714425131396573321e-01
1.178045845990486917e+01 1.675252012509121646e-01
1.188369094540402493e+01 1.636965312696738450e-01
1.198782806004801316e+01 1.599545220709301940e-01
1.209287773112723841e+01 1.562972361303879842e-01
1.219884795539911515e+01 1.527227785829161633e-01
1.230574679969692298e+01 1.492292963008499951e-01
1.241358240154382031e+01 1.458149769917602701e-01
1.252236296977225649e+01 1.424780483152782162e-01
1.263209678514896339e+01 1.392167770185866738e-01
1.274279220100526722e+01 1.360294680901981690e-01
1.285445764387289991e+01 1.329144639316424403e-01
1.296710161412559081e+01 1.298701435466908527e-01
1.308073268662606736e+01 1.268949217477604030e-01
1.319535951137882890e+01 1.239872483791440438e-01
1.331099081418854624e+01 1.211456075567190621e-01
1.342763539732441913e+01 1.183685169237858048e-01
1.354530214019019141e+01 1.156545269227234468e-01
1.366399999999998194e+01 1.130022200821156342e-01
